step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
260,CASH_OUT,106065.67742530737,sdv-pii-wgftk,5016.20170237879,84417.92008185446,sdv-pii-xjh2g,1554923.304999046,21.60855912630233,0,0
654,PAYMENT,37617.69407380191,sdv-pii-4ymss,2230.907206647949,34849.74244431551,sdv-pii-7b83b,2541.7659262268385,0.0,0,0
267,CASH_IN,78705.56732158976,sdv-pii-7nozu,889790.092857522,7871629.372618382,sdv-pii-xvc3u,3289276.7516651927,3645249.708408781,0,0
165,CASH_OUT,351281.18544143095,sdv-pii-dggdy,617149.4743655539,1192218.4243534748,sdv-pii-b8f4n,1076726.0070979365,662.2873484949172,0,0
233,CASH_OUT,50983.67532282472,sdv-pii-a30no,9961933.387628594,8758071.570225809,sdv-pii-q609e,60918.276978576985,0.019683794387124857,0,0
374,PAYMENT,229635.2168214873,sdv-pii-v5k5v,0.036780314524885546,0.09913607094643179,sdv-pii-jdt6v,63492.31557976253,0.5536766243096825,0,0
9,PAYMENT,74202.77812547357,sdv-pii-oa5iw,44642.55062423075,19116.08169932737,sdv-pii-b91rc,3171643.375528942,750425.9243199186,0,0
239,CASH_OUT,278973.9670166965,sdv-pii-p3jmn,49838.86815897866,2539013.7861420335,sdv-pii-mn1cc,3304630.3944634665,25729.931718270942,0,0
144,CASH_IN,361750.8093827865,sdv-pii-e773w,3462861.3025440928,41938.68241440601,sdv-pii-5dila,5083805.824612519,3472778.5634524897,0,0
134,PAYMENT,13600.103633221112,sdv-pii-nrbur,0.5430718139633587,979.2881401549248,sdv-pii-9n4er,223786.05931426477,0.007321070204093667,0,0
604,CASH_OUT,89164.3622646628,sdv-pii-4gn86,1498141.541686017,3503282.1326790825,sdv-pii-7u72p,422956.24673482863,9.952582913661993e-06,0,0
259,DEBIT,414401.33762614254,sdv-pii-emmn8,2350503.5238713403,1645741.4949376334,sdv-pii-7jwkg,1782271.5832857636,322793.79032181384,0,0
249,CASH_IN,20596.427631221162,sdv-pii-h17n3,744057.009240125,4099985.444120407,sdv-pii-7mecf,1182267.476454072,142470.96232681425,0,0
181,TRANSFER,98534.68147853151,sdv-pii-f6kq2,313921.2861537706,121334.30603625809,sdv-pii-t13ny,847021.1260094375,621.9490776047251,0,0
458,CASH_IN,94505.31017151763,sdv-pii-jag7a,1133492.2402808825,1070790.947621291,sdv-pii-6o4k8,4715081.323126031,350465.44105994364,0,0
743,PAYMENT,4370.977814529978,sdv-pii-8n96w,7.979399070803974,5706.016518917921,sdv-pii-kk7gi,43662.04413141173,5.9657349419141434e-09,0,0
497,PAYMENT,5995.2669350513925,sdv-pii-54t7t,761865.9011862667,302285.35055974027,sdv-pii-lbpnb,116877.69604072426,1.5712252849972484e-05,0,0
92,PAYMENT,146192.50468547386,sdv-pii-bl6bd,2607121.821996343,4410662.469091346,sdv-pii-iqcbz,835845.349930557,349.9082142545849,0,0
211,CASH_IN,162215.69275347277,sdv-pii-ix6rx,1006279.5449131314,16094390.793306593,sdv-pii-5yzh3,11111168.887008814,4970730.5669706585,0,0
273,PAYMENT,40748.43808349073,sdv-pii-cx2h0,1975292.7686474577,2396926.9019886022,sdv-pii-ctjxt,35472.60940506439,6.819674469356403e-06,0,0
128,PAYMENT,230750.459082707,sdv-pii-zz1ol,13069.408173210853,390947.8005944002,sdv-pii-54e4g,1752536.1943566091,0.0035380906338383714,0,0
77,CASH_OUT,439217.4172474577,sdv-pii-wmm4f,6973.9318517299735,12100.8162548385,sdv-pii-6zmyv,2416369.806827682,258389.85113916564,0,0
211,CASH_OUT,280199.3508646932,sdv-pii-mkjby,6961.694901924824,66735.07994303068,sdv-pii-7hbrb,1470018.8313507535,571.576313715265,0,0
234,CASH_IN,24174.351737609388,sdv-pii-z82by,27011.395908854367,3364601.602676487,sdv-pii-5rccy,13375196.0036412,6732533.175144726,0,0
400,TRANSFER,11875.094994288742,sdv-pii-k0ogv,65.32580495019812,379122.2945088379,sdv-pii-ta4ir,261426.4936262029,0.014349144457886435,0,0
207,PAYMENT,231911.74571072412,sdv-pii-gpcy7,1196785.8938948773,6899.827830189737,sdv-pii-ne1ri,179249.91910484544,3707.9254205556326,0,0
239,CASH_OUT,100764.94174065105,sdv-pii-eihu1,0.12689711883219798,25147.3489335345,sdv-pii-j8k8a,165741.31971241467,0.0,0,0
206,CASH_IN,1295542.2781149682,sdv-pii-jdd6k,213026.76823765747,1086174.1412583645,sdv-pii-4l3si,9644122.303167464,39016338.4533511,0,0
27,CASH_IN,36596.37630279403,sdv-pii-f30y7,3465888.8702374334,1625553.143111854,sdv-pii-xstxo,1426994.4840970342,23502.40622508302,0,0
225,CASH_OUT,9483.595889063456,sdv-pii-w6l9s,18994.147636689835,150497.0235947515,sdv-pii-n6gjk,1691769.8411245162,1238.328890966336,0,0
383,CASH_IN,720797.4521970189,sdv-pii-bif8m,26600069.131080996,16464119.401569284,sdv-pii-bkrns,21953.56666080662,0.00013662548887915165,0,0
86,PAYMENT,11875.301928102528,sdv-pii-c6ptl,463.7485051779186,292985.1230343869,sdv-pii-d1o2e,349848.0395420111,0.13469161777178984,0,0
27,TRANSFER,4122.406157820497,sdv-pii-yfu20,172.72543918197837,48454.64625268198,sdv-pii-70ljo,627951.8877961712,7.628610120716306,0,0
35,CASH_IN,451326.26783603616,sdv-pii-pgo05,7361.345460060891,18766.223380168787,sdv-pii-5zqam,2264833.4045891487,2698405.9827267956,0,0
201,CASH_IN,1018196.5500986216,sdv-pii-qk7ij,111085.47004978277,7582.65860190594,sdv-pii-07659,4744090.392015065,5646856.423186405,0,0
589,PAYMENT,105.68369542951515,sdv-pii-anaj5,984545.7280537125,3789511.3747999216,sdv-pii-w4k4u,100086.81485753373,0.0,0,0
221,CASH_OUT,464168.92933633405,sdv-pii-4ia51,3015796.0281886957,2473928.0847910326,sdv-pii-wkda8,2758082.4180694097,1679353.9647349159,0,0
133,PAYMENT,3171.019286833075,sdv-pii-4pdbu,2183728.6733766096,369794.023512255,sdv-pii-jjmg4,38538.412331332125,0.17739756235849677,0,0
141,CASH_OUT,315854.4671004424,sdv-pii-o8bi3,15.442317749903982,2137.6394925164827,sdv-pii-9nu4n,1338888.8003510968,19475.410095201452,0,0
24,CASH_OUT,512714.9598960298,sdv-pii-guv13,1359.0221669649022,15530.316998839362,sdv-pii-z5lfh,7367854.4114238955,3093983.3720990014,0,0
214,PAYMENT,38510.43162896914,sdv-pii-i5j74,256025.10770908557,123138.11133431825,sdv-pii-3nvqj,150385.979109202,0.0008247807275642836,0,0
410,PAYMENT,7741.414552065888,sdv-pii-kp3dc,18340.003554498155,52940.95204441169,sdv-pii-z50n0,1021992.4151236083,144.44232498708632,0,0
648,TRANSFER,279514.8789888632,sdv-pii-m75yp,3142549.8881543227,2316593.6099583823,sdv-pii-wqa1x,1477295.603927953,66.80367888692331,0,0
104,CASH_OUT,18006.112630221953,sdv-pii-1rx1v,1104347.770190625,280772.0955662294,sdv-pii-ane4n,40847.62403192669,0.008331539808741677,0,0
435,CASH_OUT,2550.4117965917167,sdv-pii-gelrb,1066671.7624257768,2649548.1547695007,sdv-pii-oslej,65962.13352518567,0.0016881945146269071,0,0
87,PAYMENT,36254.523660160026,sdv-pii-66ulk,21.687751969948465,84575.61131851976,sdv-pii-po5vm,6997180.4019257575,1706653.903928378,0,0
192,PAYMENT,105369.61755301409,sdv-pii-cnxri,181363.08915379606,30540.81128033209,sdv-pii-ykzb6,487986.9793189636,102.73777236200611,0,0
354,CASH_IN,50061.40794304614,sdv-pii-pafiw,9243058.763133917,12094650.608299758,sdv-pii-rngx0,147255.26815958502,0.0017036170960604466,0,0
9,CASH_IN,102473.06090722093,sdv-pii-xkq78,2686613.3451587604,3783646.123794589,sdv-pii-iurd4,13819400.735526573,44795532.099302284,0,0
669,CASH_OUT,94826.00094551711,sdv-pii-qa0v9,231000.86857447264,78062.16645592179,sdv-pii-v1y1y,4227399.611679575,2224772.7264723014,0,0
115,PAYMENT,6829.004976525266,sdv-pii-v7vn9,7030.256224196038,224750.71689280515,sdv-pii-o7yh8,63883.20830271239,0.002652153317136506,0,0
152,CASH_IN,72972.33199510456,sdv-pii-r011l,3256290.658036787,7144191.950474691,sdv-pii-2k8ws,100481.96456106592,22.075228052945235,0,0
100,CASH_OUT,145719.89803448666,sdv-pii-ml58e,61688.067131560434,542864.2504992473,sdv-pii-yoa1r,855016.8530127131,40451.981297278675,0,0
239,CASH_IN,548126.307573713,sdv-pii-8sf40,825718.3640961332,2283807.2907618433,sdv-pii-285iq,3291731.7553630867,1545062.6757869357,0,0
310,PAYMENT,21863.670907552794,sdv-pii-9fv82,15358.681149786546,42609.60059635056,sdv-pii-x9yta,1269658.4325204608,28779.716895819125,0,0
316,CASH_OUT,27065.398658240607,sdv-pii-ogx46,757963.0876716061,476642.16383155814,sdv-pii-g1am6,1007428.1323610154,6.431443064398809,0,0
112,PAYMENT,6916.260400562653,sdv-pii-prrpe,20541114.3828182,15468203.713596053,sdv-pii-8ii27,605987.2727603049,0.09593281665623457,0,0
441,PAYMENT,231665.4484895511,sdv-pii-xxxmg,703270.7037810287,3071300.8973837816,sdv-pii-ecwah,125713.62287642504,0.01800147948526774,0,0
119,CASH_IN,46952.74524764651,sdv-pii-zz851,1112756.4766785596,2424822.183550746,sdv-pii-91gvm,5689187.847591453,759115.9536552994,0,0
581,TRANSFER,102139.00415373055,sdv-pii-mv6n8,133005.24587206825,5192654.765193167,sdv-pii-9h5uy,1138838.1120449877,78.4960722639051,0,0
337,CASH_IN,194597.5000680374,sdv-pii-8c5sb,0.4304956278030249,4998.405859483566,sdv-pii-4efw9,3155259.5777640655,146427.45151761195,0,0
111,CASH_IN,612072.3560708297,sdv-pii-hy0hc,7687207.247164711,7436243.920469123,sdv-pii-7joy7,9056603.134224912,4375524.26996977,0,0
28,PAYMENT,147589.9808738209,sdv-pii-0txzm,44031.16812428218,55608.431232361654,sdv-pii-amdw7,240665.24612972574,0.45219054444796236,0,0
560,CASH_OUT,800034.294577567,sdv-pii-3bjoi,235096.00665324152,53932.56706838742,sdv-pii-b1ezd,8023116.921949732,7426445.196024346,0,0
242,PAYMENT,62500.13363967994,sdv-pii-mjwj1,576594.7416913499,569758.5535006883,sdv-pii-809kb,2526956.9540553098,182826.12537684085,0,0
290,CASH_OUT,225800.11275876957,sdv-pii-ymu09,5259818.491251574,14576363.453878762,sdv-pii-qvits,3405214.546174673,1074.6748213083445,0,0
557,CASH_IN,549015.0165822115,sdv-pii-mdcm7,105130.9943682046,269162.93355488824,sdv-pii-avaai,7857501.837617652,10346102.950347263,0,0
192,CASH_OUT,505837.6523190211,sdv-pii-nib98,356932.36503641837,587936.0379882316,sdv-pii-z669m,2865032.527664934,1396225.0671638492,0,0
6,PAYMENT,4518.828809054042,sdv-pii-5k081,5616.1012598075,891839.8972420776,sdv-pii-5z2in,1626101.308084148,3.727839994486774,0,0
303,CASH_IN,863659.7054601485,sdv-pii-u7cvu,807762.2724066678,108972.22618009051,sdv-pii-6vmmz,3366015.2881874973,406124.6575735775,0,0
130,CASH_OUT,564277.3093048411,sdv-pii-g1jqv,1843499.0235587019,754030.006464885,sdv-pii-ofc6t,2319829.2665961436,17542.287219343205,0,0
239,TRANSFER,11396.265486706876,sdv-pii-mdfvm,681.8660127712834,35358.55840730006,sdv-pii-luseo,163295.91446170944,0.0019317199092643773,0,0
37,CASH_OUT,337236.4755630894,sdv-pii-3060y,860402.0972449521,565375.9130127291,sdv-pii-x9ahh,9544957.224042743,15466322.18216746,0,0
239,TRANSFER,240179.63082365054,sdv-pii-g5j0u,0.20268111020187535,23453.11651448107,sdv-pii-99fe0,3469627.239560738,1625269.624498553,0,0
320,CASH_IN,597653.664079995,sdv-pii-kdwff,5598029.694706379,659159.996306812,sdv-pii-crzku,9930836.414345099,26786669.344662067,0,0
230,PAYMENT,17698.22009061773,sdv-pii-9bg93,4.765023389758029,4.506942322245936,sdv-pii-97mi9,531750.0070691552,2385.6230982623674,0,0
124,PAYMENT,258062.2375618629,sdv-pii-6opb3,771.3944345589877,27.41439271936695,sdv-pii-o1744,555331.6542282006,243.08728329676737,0,0
154,CASH_IN,750004.6549561628,sdv-pii-ovscr,2754206.1878086966,3271234.6151982383,sdv-pii-nkxp4,4596021.185428203,4899373.029933593,0,0
4,CASH_IN,1301.7385537747648,sdv-pii-3kz3x,2425476.110063282,3987831.164073382,sdv-pii-i49hw,2140891.2703579585,4326.281481821921,0,0
266,CASH_OUT,384828.8465948554,sdv-pii-tv7x6,128546.14052776934,366043.3635112401,sdv-pii-56m0i,5730217.806934357,2427611.2952117175,0,0
59,CASH_OUT,208553.37857056863,sdv-pii-cshwn,2829486.338171207,7559012.850388216,sdv-pii-l9l1g,727540.884087911,21.949696045360895,0,0
334,PAYMENT,215111.08883653407,sdv-pii-w3p3k,0.05340029809899502,43.196458382708705,sdv-pii-lypsq,180295.74894129683,1.6388685313373095,0,0
319,CASH_IN,62682.589855415994,sdv-pii-evu7o,567362.7252739414,2709147.5285996255,sdv-pii-8ugzt,837939.0095242623,99.67716778033872,0,0
22,PAYMENT,25900.334395338785,sdv-pii-3cm0n,85966.53093274537,84276.60844354838,sdv-pii-255sv,744108.7991723983,643.2079006020274,0,0
122,TRANSFER,2675.1039825679886,sdv-pii-ilvom,209284.9617818716,5706069.96278538,sdv-pii-wo0mx,149228.67679930528,0.0006120719025261163,0,0
292,PAYMENT,11976.659431119277,sdv-pii-rha09,265364.08704088954,4200123.8127841875,sdv-pii-qe9ie,33224.191042185405,0.0,0,0
287,TRANSFER,39059.97845248816,sdv-pii-d2t58,5686.274295853051,296737.1963732797,sdv-pii-0uhd5,946021.7545792329,356.753915814853,0,0
210,CASH_IN,122345.05838698692,sdv-pii-syp76,163996.61644775906,820.8419211331721,sdv-pii-mnnr4,1168266.748749165,788047.7168845604,0,0
212,PAYMENT,17746.72804389671,sdv-pii-l4wjm,493932.6335205749,300632.1474936382,sdv-pii-6zwta,209287.22055495752,0.10387068325242423,0,0
315,CASH_OUT,113442.48813828277,sdv-pii-96nlp,298825.1225388106,2971206.2906142827,sdv-pii-k67xh,2235692.1099635265,2.5786676169327016,0,0
255,CASH_OUT,229091.32813344226,sdv-pii-ydjad,602047.0882306,5748560.570600553,sdv-pii-6ijnb,2429621.5292386636,3624.237905220159,0,0
644,CASH_OUT,595817.1372048103,sdv-pii-3qhck,104.41323197071912,1763.8273070002806,sdv-pii-9xcg9,7032432.917083464,1669465.06690031,0,0
324,CASH_OUT,92095.31076568428,sdv-pii-bt5hr,4638621.473486549,5030072.552756039,sdv-pii-ypn3a,980749.5741391972,1.9798675845917262,0,0
211,PAYMENT,523.4536288217133,sdv-pii-46hej,207706.40814131088,3195203.214796763,sdv-pii-oh4ha,19181.00862059733,0.0,0,0
210,CASH_OUT,125599.78912565538,sdv-pii-1tuvu,1857110.9638338904,347863.4656437531,sdv-pii-k8swj,1135619.2983464669,337.00391269260143,0,0
132,PAYMENT,98315.55733843033,sdv-pii-kanc8,1977.67966197801,0.06579010873314868,sdv-pii-9nf0s,913698.8141287455,1011.9362061332226,0,0
143,CASH_IN,130269.73565377426,sdv-pii-a58vg,804271.7466376042,76081.98967979904,sdv-pii-ac05g,6120964.511554681,32728713.955996808,0,0
339,CASH_IN,242973.69517618476,sdv-pii-cvm7y,78804.49719030077,45326.15749805333,sdv-pii-u5mjs,5604435.300560294,9078090.678262226,0,0
267,CASH_OUT,544368.6459161579,sdv-pii-limsa,1587750.217795298,4849904.656261767,sdv-pii-jbkxe,9439131.985137071,6987333.402069445,0,0
119,CASH_OUT,265547.6828702896,sdv-pii-yr77z,25.931513659137952,36843.735357332065,sdv-pii-3zem8,6715742.556873559,209381.45041444703,0,0
443,CASH_IN,86917.4903436363,sdv-pii-nf161,10128188.264324158,21260393.90293495,sdv-pii-g8apa,3842648.733418681,12910.572081370852,0,0
1,CASH_OUT,170076.32366199838,sdv-pii-34my7,186607.3816307685,2011445.4167423921,sdv-pii-y6xoc,4494158.34438676,70596.52658399237,0,0
341,CASH_IN,250231.22949784834,sdv-pii-cb31a,998.5539216198362,633.42684153557,sdv-pii-shfxq,1450358.4627566906,2618.901558557373,0,0
217,CASH_OUT,65623.49891218902,sdv-pii-1xime,81830.83212398809,26718.749808841178,sdv-pii-qqko5,757373.361889177,15148.490690405266,0,0
20,PAYMENT,598.4301304876817,sdv-pii-fwo3e,353.2745394962088,163984.70325553944,sdv-pii-c4r6v,157083.23836859266,5.092454363309355e-05,0,0
158,CASH_OUT,36782.40455178271,sdv-pii-2zadk,8424900.592781847,6040707.888748533,sdv-pii-mf66q,224665.9374421282,6.5126972775132375,0,0
181,PAYMENT,2881.4813612843095,sdv-pii-pjkmc,0.5275753696442512,33118.38916041822,sdv-pii-omaz2,1472824.9658231665,0.8063527472563333,0,0
486,TRANSFER,19824.700215834095,sdv-pii-eh4dv,48544.07301180796,84283.92528596915,sdv-pii-625xk,250226.98677765657,144.3250630762291,0,0
19,PAYMENT,25881.62369436255,sdv-pii-8vkwz,922092.2599400752,3921836.28321399,sdv-pii-5rcrg,36744.03466359339,0.0,0,0
368,CASH_OUT,296907.6677098819,sdv-pii-d8wib,244698.48856901447,610429.2345647276,sdv-pii-mp938,2890730.7465587733,820720.9925398785,0,0
92,CASH_IN,15148.214811035177,sdv-pii-c2yo1,2033901.6020329506,11822177.570331259,sdv-pii-kp3iz,1448831.3089445059,33080.10616938767,0,0
130,CASH_OUT,98907.18909996451,sdv-pii-k7q6s,645609.1526947868,773605.7683752666,sdv-pii-nytqj,496249.3403582338,14009.894621913596,0,0
424,CASH_IN,170701.0095755846,sdv-pii-ypsue,283888.3631151582,553031.5582189902,sdv-pii-gnp77,237432.8431037128,0.5919241451912319,0,0
743,CASH_IN,182656.01262795506,sdv-pii-b0pgb,7391456.42490076,2958108.7845845167,sdv-pii-ulboc,4221492.546334132,1047169.2544616502,0,0
90,PAYMENT,335917.70741100644,sdv-pii-mlcqh,2585987.5877317037,6997007.970591895,sdv-pii-gewee,4165745.1442603497,279776.9992206819,0,0
499,PAYMENT,3913.2117304548806,sdv-pii-nouba,270276.0469807668,2477795.231294719,sdv-pii-e5znv,513941.1709865091,0.00019866781352948052,0,0
355,CASH_IN,523125.38908447255,sdv-pii-jqcxh,28036.77114751831,164051.7918327688,sdv-pii-p7yuj,6800413.132269879,1511631.429552951,0,0
129,CASH_IN,377838.6814381981,sdv-pii-dnd2l,64911.88747008752,459318.16964295495,sdv-pii-qt1o2,11844733.166736968,23751424.865207255,0,0
90,CASH_IN,94576.09727103263,sdv-pii-qck0z,2162775.0036212844,6407446.568623525,sdv-pii-wc3u9,1279818.3575827563,2956.258690569402,0,0
250,PAYMENT,300151.45668117725,sdv-pii-29j3t,79961.80075385178,75732.50150696476,sdv-pii-adgir,2930617.8449226553,322937.63549330155,0,0
68,CASH_OUT,85922.38082001192,sdv-pii-afflj,638923.8224670136,5293796.655824645,sdv-pii-sx66u,2849136.8318101484,415999.72893645597,0,0
123,CASH_OUT,475308.24721662846,sdv-pii-fmeqi,21961.136554916062,9521.980531615838,sdv-pii-aqfvl,2710329.0397914327,170499.66199552236,0,0
254,CASH_OUT,47556.88044364989,sdv-pii-o2yrs,652135.6318359413,102440.1055227853,sdv-pii-uojy4,2258550.2562823496,571226.7518029639,0,0
120,CASH_OUT,27689.44266246768,sdv-pii-3m65q,1786212.243406441,1485898.6684132714,sdv-pii-i7i0h,532245.0498140267,2112.6351113297656,0,0
131,CASH_IN,319395.4053772647,sdv-pii-lfhyl,183318.58060363733,1768227.8814702937,sdv-pii-7un39,3020379.9684864543,90195.99735145374,0,0
165,CASH_OUT,304618.5271054124,sdv-pii-a0dge,393559.17354809766,1172693.1266359491,sdv-pii-qrmcl,233177.2963205658,0.031185938378953823,0,0
250,PAYMENT,45.55257466930697,sdv-pii-c09wq,9291.508020020678,290571.30481514556,sdv-pii-vyzl2,624541.9543961657,32.91136419616561,0,0
562,CASH_OUT,105553.45469436407,sdv-pii-gvr4v,2064438.8893715502,300458.62388085056,sdv-pii-l9sie,1360135.1582884546,166012.11768660173,0,0
83,PAYMENT,30491.677372780683,sdv-pii-3rwlc,89.48012796927902,296.5924177975088,sdv-pii-68wqk,319305.0670413203,0.16365507171311072,0,0
227,TRANSFER,157623.74427639946,sdv-pii-sy7pk,128261.42746747936,207861.51334988567,sdv-pii-u711h,2393485.684633805,123715.62560180471,0,0
243,CASH_IN,150692.94869002982,sdv-pii-gulpo,390244.8815440264,4413039.434565027,sdv-pii-ilem7,688383.4942423466,1.1865406006120052,0,0
39,PAYMENT,83705.68870622404,sdv-pii-l2obu,22.939115632310617,398878.5999829192,sdv-pii-jgomp,3298.766665158883,0.0,0,0
240,PAYMENT,9340.36580265394,sdv-pii-f5u0i,2369.6748825085515,9317.99266361899,sdv-pii-a7jc2,33512.456244298904,0.0,0,0
580,CASH_OUT,150676.62686514267,sdv-pii-6ph7e,44032.19119484864,524431.6855504186,sdv-pii-rg9yg,11775745.682425212,8619605.570122268,0,0
130,CASH_OUT,80194.62733929172,sdv-pii-p5nuf,9140.177258993104,1095.94959288275,sdv-pii-9aa38,2882756.7369457697,134525.75188375707,0,0
92,PAYMENT,126326.30664213424,sdv-pii-26p5y,19155.896170127333,114312.43518695731,sdv-pii-eeqt5,1508901.3952793537,0.90757423638775,0,0
207,CASH_OUT,552232.7479244889,sdv-pii-cdger,2115898.9508298635,1384602.1096511309,sdv-pii-qnjg9,5914394.097388192,14536123.226981465,0,0
278,CASH_IN,6250.963722668094,sdv-pii-x535c,39474.72710394705,1147930.623663752,sdv-pii-h84y9,2175883.8034469537,592789.0144060679,0,0
169,CASH_IN,199392.91109849236,sdv-pii-id0kq,1779769.8564635457,519418.6945422283,sdv-pii-2f554,202187.97762053582,176.34411602601034,0,0
169,CASH_IN,317110.173954655,sdv-pii-z4v99,2496.782958398581,168098.25435563538,sdv-pii-w9rir,3348983.246423674,2724135.0449140407,0,0
161,PAYMENT,17099.880230124953,sdv-pii-mehtm,419219.30615310825,47084.17504802649,sdv-pii-1xe4p,378158.50463708886,0.010485592315301,0,0
315,PAYMENT,280337.5080148437,sdv-pii-zvmjo,83212.26036140058,202703.58282964551,sdv-pii-fa75g,490858.366817757,7.276139596188192,0,0
534,TRANSFER,64078.2003245178,sdv-pii-3tgxy,2588798.169826449,2176351.1686952417,sdv-pii-0h88e,2632079.457534278,41501.57230357604,0,0
120,PAYMENT,687.4240766348609,sdv-pii-ng7y5,2213149.1124476097,72601.52904729405,sdv-pii-69fe0,171788.33999630247,1.4549463003463377e-06,0,0
46,CASH_IN,209129.14112861588,sdv-pii-wmv79,5038.1589749465065,13152.980319655113,sdv-pii-f3b6t,2817639.630817702,6059190.81886233,0,0
187,CASH_OUT,88441.48028271318,sdv-pii-4fgg2,9710154.366020229,10069880.042737056,sdv-pii-amhxh,358091.781177264,138.30163353709005,0,0
233,PAYMENT,7363.665860272072,sdv-pii-sfzcf,2923374.68013576,7225202.184039775,sdv-pii-frohs,391682.5755550218,0.0,0,0
449,PAYMENT,64311.26482920493,sdv-pii-0ugvt,7249.858938505561,5261.34219593973,sdv-pii-o0xwv,312823.4487562423,0.23080696761361397,0,0
571,CASH_IN,343774.09285150754,sdv-pii-1nmak,90107.61795413723,1373148.6618783656,sdv-pii-agxu8,2655322.5365060726,364301.5825302379,0,0
305,CASH_IN,77142.60372727118,sdv-pii-e144c,68854.36106664072,2197073.6738880794,sdv-pii-kgfjy,2974819.0156100686,213002.62015520787,0,0
48,CASH_OUT,490765.1041312229,sdv-pii-a6y20,364142.315120174,2211767.7473490583,sdv-pii-9zcnv,9022997.51178638,5553145.014879871,0,0
482,PAYMENT,163222.83672872168,sdv-pii-jiyr0,139116.2102620139,134764.57087756426,sdv-pii-sps3i,79566.43315532856,4.172750232268802e-07,0,0
248,PAYMENT,351112.4424686575,sdv-pii-ul4rx,21.46490955020898,85.69081592238986,sdv-pii-3fftr,683424.4137124149,58793.20765444316,0,0
510,DEBIT,63716.971802794265,sdv-pii-0ksy9,405150.80694048305,3280216.2707700543,sdv-pii-y8nw2,1131668.0088248097,93.24619701000364,0,0
743,CASH_OUT,76090.4726657923,sdv-pii-ocj4r,47.192903860119046,352816.1176826654,sdv-pii-4q0ip,1743001.7019926154,53.118249809580185,0,0
